,open,close,high,low,volume,H-L,H-PC,L-PC,TR,ATR,Upper Basic,Lower Basic,Upper Band,Lower Band,SuperTrend
1098,324.4,323.75,324.4,324.0,0,0.39999999999997726,0.39999999999997726,0.0,0.39999999999997726,0.75154513851562,326.4546354155469,321.9453645844531,325.67946403039656,323.0897109925606,323.0897109925606
1099,324.2,323.65,324.2,323.8,0,0.39999999999997726,0.44999999999998863,0.05000000000001137,0.44999999999998863,0.713851996201166,326.1415559886035,321.8584440113965,325.67946403039656,323.0897109925606,323.0897109925606
1100,323.9,323.4,324.0,323.55,0,0.44999999999998863,0.35000000000002274,0.0999999999999659,0.44999999999998863,0.6808704966760188,325.817611490028,321.73238850997194,325.67946403039656,323.0897109925606,323.0897109925606
1101,323.9,323.0,323.9,322.45,0,1.4499999999999886,0.5,0.9499999999999886,1.4499999999999886,0.777011684591515,325.5060350537745,320.8439649462254,325.5060350537745,323.0897109925606,325.5060350537745
1102,323.4,323.1,323.4,322.9,0,0.5,0.39999999999997726,0.10000000000002274,0.5,0.7423852240175757,325.3771556720527,320.92284432794725,325.3771556720527,320.92284432794725,325.3771556720527
1103,323.0,323.1,323.65,322.85,0,0.7999999999999545,0.5499999999999545,0.25,0.7999999999999545,0.749587071015373,325.4987612130461,321.0012387869539,325.3771556720527,321.0012387869539,325.3771556720527
1104,323.0,323.6,323.25,322.8,0,0.44999999999998863,0.14999999999997726,0.30000000000001137,0.44999999999998863,0.71213868713845,325.1614160614153,320.88858393858465,325.1614160614153,321.0012387869539,325.1614160614153
1105,323.0,323.45,323.5,322.9,0,0.6000000000000227,0.10000000000002274,0.7000000000000455,0.7000000000000455,0.7106213512461494,325.33186405373846,321.0681359462615,325.1614160614153,321.0681359462615,325.1614160614153
1106,323.6,323.45,323.6,323.3,0,0.30000000000001137,0.1500000000000341,0.14999999999997726,0.30000000000001137,0.6592936823403822,325.4278810470212,321.4721189529789,325.1614160614153,321.4721189529789,325.1614160614153
1107,323.45,323.0,323.55,323.3,0,0.25,0.10000000000002274,0.14999999999997726,0.25,0.6081319720478344,325.2493959161435,321.6006040838565,325.1614160614153,321.6006040838565,325.1614160614153
1108,323.3,323.2,323.5,323.0,0,0.5,0.5,0.0,0.5,0.5946154755418551,325.0338464266256,321.4661535733744,325.0338464266256,321.6006040838565,325.0338464266256
1109,323.0,324.95,323.25,323.0,0,0.25,0.05000000000001137,0.19999999999998863,0.25,0.5515385410991233,324.7796156232974,321.4703843767026,324.7796156232974,321.6006040838565,321.6006040838565
1110,324.4,324.4,325.5,324.4,0,1.1000000000000227,0.5500000000000114,0.5500000000000114,1.1000000000000227,0.6200962234617358,326.8102886703852,323.0897113296148,326.8102886703852,323.0897113296148,323.0897113296148
